geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch,Bias_Category_LSom,Bias_Category_PHatch
ENSCCRG00000049931,ENSCCRG00000082677,hmgcs1,hmgcs1,10,12,CAJNDQ010000033.1,CAJNDQ010000025.1,339.211999907595,-0.969785949275911,0.0006933804678808,-0.823349906662939,0.003672528310034,SubgB_dominant,SubgB_dominant
ENSCCRG00000002230,ENSCCRG00000002405,,,20,18,CAJNDQ010000033.1,CAJNDQ010000025.1,1390.08122225214,-0.970036620621497,3.92106384500651e-10,-0.400533370544295,0.0152500238715953,SubgB_dominant,Balanced
ENSCCRG00000003243,ENSCCRG00000042048,pleca,pleca,52,38,CAJNDQ010000032.1,CAJNDQ010000013.1,1353.75664261246,-0.970129975441627,0.0038773960719939,-1.43919321390453,1.10588739340818e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000012359,ENSCCRG00000017026,,,25,28,CAJNDQ010000008.1,CAJNDQ010000016.1,358.602201604187,-0.971035931053046,0.0118393140591305,-0.886669113815464,0.0253152709047795,SubgB_dominant,SubgB_dominant
ENSCCRG00000082859,ENSCCRG00000016709,slc39a13,slc39a13,11,11,CAJNDQ010000007.1,CAJNDQ010000001.1,709.373579468659,-0.971975838055377,0.0090760272335926,-0.173860834420575,0.739414458363676,SubgB_dominant,Balanced
ENSCCRG00000003510,ENSCCRG00000020504,,,12,14,CAJNDQ010000004.1,CAJNDQ010000002.1,465.287966611797,-0.972788359937034,0.0021078433415626,-0.781077946726664,0.0177588726006012,SubgB_dominant,SubgB_dominant
ENSCCRG00000031436,ENSCCRG00000031442,tfap2a,tfap2a,7,9,CAJNDQ010000015.1,CAJNDQ010000041.1,1026.62325173979,-0.973341569549484,0.0086806924180563,-0.74574056299075,0.0576358287758531,SubgB_dominant,Balanced
ENSCCRG00000010882,ENSCCRG00000042817,ldlrap1b,ldlrap1b,10,10,CAJNDQ010000019.1,CAJNDQ010000049.1,250.504513510506,-0.974546706195092,5.87155568697936e-05,-0.851064690277213,0.000337861740794,SubgB_dominant,SubgB_dominant
ENSCCRG00000072463,ENSCCRG00000065600,ypel3,ypel3,4,5,CAJNDQ010000004.1,CAJNDQ010000002.1,1127.27022548312,-0.974908616707625,0.0031008619573559,0.48347969276646,0.218918563944497,SubgB_dominant,Balanced
ENSCCRG00000054845,ENSCCRG00000081461,lgr4,lgr4,21,19,CAJNDQ010000007.1,CAJNDQ010000001.1,237.113104956878,-0.975843537428836,0.0306723779459329,-1.23996349459147,0.0055766069354422,SubgB_dominant,SubgB_dominant
ENSCCRG00000033088,ENSCCRG00000008113,,,20,19,CAJNDQ010000022.1,CAJNDQ010000030.1,774.982037819732,-0.976075614557969,2.43784325729673e-05,-0.697060185715744,0.004218231336326,SubgB_dominant,SubgB_dominant
ENSCCRG00000030531,ENSCCRG00000058149,c1qbp,c1qbp,7,7,CAJNDQ010000008.1,CAJNDQ010000016.1,1791.74358103462,-0.977066786734918,0.0009687029122789,-1.12740753761014,0.0001283506071551,SubgB_dominant,SubgB_dominant
ENSCCRG00000018475,ENSCCRG00000050061,dnaaf10,dnaaf10,10,13,CAJNDQ010000019.1,CAJNDQ010000049.1,490.133286437219,-0.977616181994963,5.41639226539858e-07,-1.47200615630922,7.74206184949883e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000008195,ENSCCRG00000074697,,,5,3,CAJNDQ010000040.1,CAJNDQ010000027.1,938.606386104416,-0.977989385106632,4.88301561238352e-08,-0.530565558724342,0.005284675277499,SubgB_dominant,Balanced
ENSCCRG00000046672,ENSCCRG00000048684,,,23,24,CAJNDQ010000015.1,CAJNDQ010000041.1,817.311020652416,-0.978580945516203,7.29136880284244e-05,-2.2466011026644,3.20068653402944e-21,SubgB_dominant,SubgB_dominant
ENSCCRG00000018091,ENSCCRG00000036726,acp2,acp2,12,12,CAJNDQ010000007.1,CAJNDQ010000001.1,728.801943700893,-0.978711312377437,7.324073663751171e-09,-0.909056865256322,2.05196077276608e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000035117,ENSCCRG00000016817,cep55l,cep55l,10,10,CAJNDQ010000045.1,CAJNDQ010000026.1,1331.34009345529,-0.979908734942225,5.64720894522133e-05,-0.517920980222959,0.0534533157508295,SubgB_dominant,Balanced
ENSCCRG00000004222,ENSCCRG00000035883,nipal3,nipal3,11,12,CAJNDQ010000005.1,CAJNDQ010000031.1,421.710179027343,-0.980301124320682,0.0080518192268333,-0.622769181497102,0.124663413006581,SubgB_dominant,Balanced
ENSCCRG00000000211,ENSCCRG00000030264,smarcb1a,smarcb1a,10,9,CAJNDQ010000018.1,CAJNDQ010000024.1,829.301010655358,-0.982056819185183,1.24781064530834e-08,-0.67289558872401,0.0001517647806023,SubgB_dominant,SubgB_dominant
ENSCCRG00000015680,ENSCCRG00000013453,,,32,32,CAJNDQ010000023.1,CAJNDQ010000028.1,428.87260532762,-0.982556740003411,0.0438855895584155,-0.685558501306412,0.187482295308877,SubgB_dominant,Balanced
ENSCCRG00000068068,ENSCCRG00000061815,tram1,tram1,9,11,CAJNDQ010000015.1,CAJNDQ010000041.1,1483.27264905974,-0.983482042173371,1.78176297618474e-05,-1.34331904488967,3.1266648123679e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000074140,ENSCCRG00000035593,,,11,10,CAJNDQ010000018.1,CAJNDQ010000024.1,485.293412201505,-0.984447806250738,1.76739636881594e-05,-0.35353173558149,0.177469500596074,SubgB_dominant,Balanced
ENSCCRG00000082203,ENSCCRG00000042857,ODF2,ODF2,19,19,CAJNDQ010000039.1,CAJNDQ010000046.1,302.172407861956,-0.98634331257975,0.0074603730254485,-1.02075124258406,0.006382861720416,SubgB_dominant,SubgB_dominant
ENSCCRG00000004047,ENSCCRG00000022865,,,17,18,CAJNDQ010000019.1,CAJNDQ010000049.1,422.693573364413,-0.989026672360647,0.0002619808140733,-0.836239073407044,0.0024685132391401,SubgB_dominant,SubgB_dominant
ENSCCRG00000082772,ENSCCRG00000077480,glrx5,glrx5,3,2,CAJNDQ010000029.1,CAJNDQ010000035.1,1848.27909579677,-0.993122900502002,2.50280119533211e-06,-1.94556855727438,5.20686906956658e-20,SubgB_dominant,SubgB_dominant
ENSCCRG00000066894,ENSCCRG00000080487,pcmtd1,pcmtd1,6,8,CAJNDQ010000015.1,CAJNDQ010000041.1,659.418802360096,-0.993355135468619,8.69557387009806e-07,-1.09618672567799,7.10724982727827e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000078666,ENSCCRG00000082465,,,5,4,CAJNDQ010000042.1,CAJNDQ010000047.1,1238.39915052916,-0.993761546795923,0.0001809098164508,-0.703680736291834,0.0106368173149922,SubgB_dominant,SubgB_dominant
ENSCCRG00000052684,ENSCCRG00000061076,prkar1aa,prkar1aa,12,12,CAJNDQ010000004.1,CAJNDQ010000002.1,3247.72379134458,-0.994029918262844,9.777307069218131e-15,-1.08186629847803,5.81482411178677e-17,SubgB_dominant,SubgB_dominant
ENSCCRG00000023529,ENSCCRG00000037408,ttl,ttl,8,8,CAJNDQ010000019.1,CAJNDQ010000049.1,705.800831990028,-1.0004124443396,8.64168530385902e-09,-0.848074141005246,1.37881682070026e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000023216,ENSCCRG00000024422,bmp2a,bmp2a,2,2,CAJNDQ010000005.1,CAJNDQ010000031.1,1137.92624440385,-1.00047113412205,7.80596679333969e-06,-1.10423903469577,3.59016105236911e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000006855,ENSCCRG00000000748,fyna,fyna,12,12,CAJNDQ010000005.1,CAJNDQ010000031.1,628.724689856109,-1.00048049617562,5.99011094842958e-06,-0.642725562887699,0.0047479784841148,SubgB_dominant,SubgB_dominant
ENSCCRG00000062010,ENSCCRG00000068142,epha2a,epha2a,24,17,CAJNDQ010000017.1,CAJNDQ010000011.1,734.25900636223,-1.00051739853284,2.05259507988277e-05,-0.324444375618109,0.247446767793402,SubgB_dominant,Balanced
ENSCCRG00000022984,ENSCCRG00000019328,vapb,vapb,7,7,CAJNDQ010000017.1,CAJNDQ010000011.1,671.535692914016,-1.0009660629427,1.15109415879172e-13,-0.648442434916749,6.23503209555505e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000049271,ENSCCRG00000050921,ppp1r15b,ppp1r15b,4,3,CAJNDQ010000010.1,CAJNDQ010000020.1,201.56665082798,-1.00242249411038,0.0002196813645884,0.967855839980343,0.0001887993108446,SubgB_dominant,SubgA_dominant
ENSCCRG00000021178,ENSCCRG00000001111,slc12a9,slc12a9,15,17,CAJNDQ010000008.1,CAJNDQ010000016.1,398.418736969764,-1.00245665325711,4.97613135076855e-05,-1.30110842143503,9.58391247034984e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000059643,ENSCCRG00000064129,,,10,10,CAJNDQ010000004.1,CAJNDQ010000002.1,235.595145159501,-1.00274413455088,2.95369936209792e-05,-0.557396387846603,0.0316986641783157,SubgB_dominant,Balanced
ENSCCRG00000034889,ENSCCRG00000056084,tspan17,tspan17,10,9,CAJNDQ010000021.1,CAJNDQ010000036.1,174.119610772927,-1.00320500605266,0.0003914723846106,-0.662609512624129,0.0260845491730411,SubgB_dominant,SubgB_dominant
ENSCCRG00000029345,ENSCCRG00000008512,,,32,32,CAJNDQ010000037.1,CAJNDQ010000009.1,227.054556098635,-1.0041328454633,0.0019281365168093,-0.192207278213629,0.662419255720523,SubgB_dominant,Balanced
ENSCCRG00000075159,ENSCCRG00000075422,ndufab1b,ndufab1b,4,6,CAJNDQ010000004.1,CAJNDQ010000002.1,275.810984904545,-1.0043148792378,0.02004480519483,-0.528366024037731,0.282269337899061,SubgB_dominant,Balanced
ENSCCRG00000060584,ENSCCRG00000046585,tes,tes,7,7,CAJNDQ010000034.1,CAJNDQ010000038.1,662.375382631473,-1.0043809882199,0.023109203901559,-0.990720049508762,0.028426371268964,SubgB_dominant,SubgB_dominant
ENSCCRG00000080357,ENSCCRG00000031425,wdr41,wdr41,16,14,CAJNDQ010000039.1,CAJNDQ010000046.1,817.593234145989,-1.00473685773454,0.0010466532136,-0.988688718784602,0.0014508957711326,SubgB_dominant,SubgB_dominant
ENSCCRG00000037742,ENSCCRG00000004213,ets1,ets1,11,11,CAJNDQ010000010.1,CAJNDQ010000020.1,199.194797580341,-1.00482013500309,0.0002736525595675,-0.711342224199952,0.0146021350781239,SubgB_dominant,SubgB_dominant
ENSCCRG00000011328,ENSCCRG00000081450,fundc2,fundc2,6,5,CAJNDQ010000039.1,CAJNDQ010000046.1,989.363485634888,-1.00483258146856,2.23953263732228e-10,-1.17907855034912,3.5533476009091104e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000043496,ENSCCRG00000071877,camsap2a,camsap2a,18,20,CAJNDQ010000044.1,CAJNDQ010000006.1,1579.34952246625,-1.00483643504435,0.0027606438183316,-0.251077396294255,0.557389438337572,SubgB_dominant,Balanced
ENSCCRG00000064476,ENSCCRG00000002803,bcas2,bcas2,7,7,CAJNDQ010000018.1,CAJNDQ010000024.1,2707.25666494086,-1.00614921992422,4.86142961794322e-07,-0.528876151903896,0.0141092906760002,SubgB_dominant,Balanced
ENSCCRG00000057490,ENSCCRG00000082844,snx15,snx15,7,7,CAJNDQ010000007.1,CAJNDQ010000001.1,475.00834087333,-1.00674230671303,0.0001099169819591,-1.32038718048158,3.49906796296948e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000080593,ENSCCRG00000003126,b9d1,b9d1,7,8,CAJNDQ010000004.1,CAJNDQ010000002.1,315.351247777211,-1.00680896816169,1.8757467731e-05,-0.657264801047708,0.0093342399627689,SubgB_dominant,SubgB_dominant
ENSCCRG00000068253,ENSCCRG00000022759,tdrd6,tdrd6,16,16,CAJNDQ010000029.1,CAJNDQ010000035.1,977.040583678248,-1.0091000253458,0.0006547381087638,-2.14352587790338,2.08527673876387e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000028127,ENSCCRG00000015059,ppp6r2a,ppp6r2a,26,25,CAJNDQ010000037.1,CAJNDQ010000009.1,1406.43459635809,-1.01077832481694,1.24139198890012e-19,-0.912052674386845,9.45277913119404e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000059918,ENSCCRG00000067798,hmgcl,hmgcl,9,9,CAJNDQ010000005.1,CAJNDQ010000031.1,381.123564334466,-1.01112315748709,2.77437161031479e-05,-0.402532588916941,0.137345876783019,SubgB_dominant,Balanced
ENSCCRG00000064394,ENSCCRG00000010051,tcirg1b,tcirg1b,26,20,CAJNDQ010000021.1,CAJNDQ010000036.1,1832.96081943833,-1.01115830227924,3.0503956190622e-05,0.238321771383167,0.442757390917838,SubgB_dominant,Balanced
ENSCCRG00000015812,ENSCCRG00000069330,ppat,ppat,12,12,CAJNDQ010000029.1,CAJNDQ010000035.1,1170.04380761076,-1.01274790682886,1.82417858986222e-08,-0.778280853636506,2.9850947488112e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000073990,ENSCCRG00000072771,srfbp1,srfbp1,6,3,CAJNDQ010000032.1,CAJNDQ010000013.1,1437.66248121219,-1.01396374895006,2.08300225163233e-12,-0.603373997504081,7.93752735415103e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000082115,ENSCCRG00000037201,gltpa,gltpa,6,6,CAJNDQ010000008.1,CAJNDQ010000016.1,259.855271207129,-1.01438989782298,0.0002013279692392,-0.579824314161313,0.049248921642169,SubgB_dominant,Balanced
ENSCCRG00000037601,ENSCCRG00000015537,galnt6,galnt6,16,12,CAJNDQ010000012.1,CAJNDQ010000050.1,452.381041434059,-1.016257222889,7.26331935411755e-06,0.614652816884718,0.0105860838482195,SubgB_dominant,SubgA_dominant
ENSCCRG00000030473,ENSCCRG00000022965,ncaph,ncaph,20,18,CAJNDQ010000008.1,CAJNDQ010000016.1,2837.87519086245,-1.01668090311852,2.75255171167839e-08,-0.753069273561766,6.65668790960131e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000058029,ENSCCRG00000015138,zswim5,zswim5,15,17,CAJNDQ010000022.1,CAJNDQ010000030.1,1853.07768743794,-1.01781284073365,0.0057452408472965,-0.861053368544311,0.0247925984878929,SubgB_dominant,SubgB_dominant
ENSCCRG00000015144,ENSCCRG00000015024,,pak2b,17,27,CAJNDQ010000044.1,CAJNDQ010000006.1,4947.29482108908,-1.01811557173081,2.25228678223583e-16,-1.00577611575313,4.30594080055573e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000037977,ENSCCRG00000038085,ube3a,ube3a,12,11,CAJNDQ010000017.1,CAJNDQ010000011.1,1532.80317987261,-1.01819661792848,3.69893404611626e-05,-0.756998877850275,0.0030249148414304,SubgB_dominant,SubgB_dominant
ENSCCRG00000055115,ENSCCRG00000077670,znhit3,znhit3,6,6,CAJNDQ010000008.1,CAJNDQ010000016.1,425.031007108332,-1.01894894773311,5.46267106634817e-06,-0.962321495438198,2.50334042811176e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000054626,ENSCCRG00000026201,mcm2,mcm2,20,17,CAJNDQ010000044.1,CAJNDQ010000006.1,1970.1782956709,-1.01971002488913,9.91337178542268e-06,-1.02165929206488,1.16662865458588e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000020728,ENSCCRG00000050607,noc2l,noc2l,21,20,CAJNDQ010000012.1,CAJNDQ010000050.1,1789.99162514309,-1.02000964957951,1.62577168361056e-08,-1.72943959847051,3.90731279029007e-22,SubgB_dominant,SubgB_dominant
ENSCCRG00000003902,ENSCCRG00000068977,LEPROT,LEPROT,5,4,CAJNDQ010000022.1,CAJNDQ010000030.1,301.308003138236,-1.02808943506735,5.86061130558054e-05,-0.936180693933204,0.0001038323100029,SubgB_dominant,SubgB_dominant
ENSCCRG00000011371,ENSCCRG00000050625,nadk2,nadk2,13,14,CAJNDQ010000039.1,CAJNDQ010000046.1,395.773967744325,-1.03060674562008,8.42413041619757e-05,-0.487135364531152,0.0992712317300725,SubgB_dominant,Balanced
ENSCCRG00000026445,ENSCCRG00000006688,eef1g,eef1g,12,11,CAJNDQ010000021.1,CAJNDQ010000036.1,5342.40910356509,-1.03128245812981,9.97367579794644e-07,-0.671574767953419,0.0023956855636104,SubgB_dominant,SubgB_dominant
ENSCCRG00000062170,ENSCCRG00000013411,,,5,11,CAJNDQ010000017.1,CAJNDQ010000011.1,2294.6470945906,-1.03145656330178,8.80445558559207e-13,-0.816753002351171,4.6311715390078e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000082811,ENSCCRG00000048200,tp53bp2b,tp53bp2b,19,19,CAJNDQ010000044.1,CAJNDQ010000006.1,498.847926702202,-1.03254059155688,0.0003696938656708,-1.19105895590302,3.01152758602412e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000013302,ENSCCRG00000044759,septin9b,septin9b,16,14,CAJNDQ010000017.1,CAJNDQ010000011.1,567.479505904795,-1.03309263941902,0.0061319403972687,-1.53348679990106,3.35801974678706e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000003961,ENSCCRG00000017078,cog3,cog3,23,23,CAJNDQ010000042.1,CAJNDQ010000047.1,1566.41038347433,-1.03337822575004,1.22796782519976e-10,-0.72857787822402,1.12152012630142e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000003929,ENSCCRG00000023104,,,23,15,CAJNDQ010000023.1,CAJNDQ010000028.1,403.24469306718,-1.0351810028875,2.0623811959854601e-10,-0.965391509674343,3.7155500082421704e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000081705,ENSCCRG00000010567,zgc:162879,zgc:162879,17,17,CAJNDQ010000010.1,CAJNDQ010000020.1,6477.55932300301,-1.03725227207936,0.003103827423443,-2.067087204364,9.18985942829998e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000022063,ENSCCRG00000077103,hprt1l,hprt1l,9,10,CAJNDQ010000034.1,CAJNDQ010000038.1,276.153426916625,-1.03814860937977,0.0197484529998653,-1.1734711772048,0.0057669686437272,SubgB_dominant,SubgB_dominant
ENSCCRG00000081484,ENSCCRG00000063056,ubald1b,ubald1b,3,3,CAJNDQ010000004.1,CAJNDQ010000002.1,224.983527458376,-1.04141728686168,0.0006228659133667,-0.259024275422419,0.512497473052488,SubgB_dominant,Balanced
ENSCCRG00000039676,ENSCCRG00000009551,naa15a,naa15a,20,21,CAJNDQ010000021.1,CAJNDQ010000036.1,2365.39706564056,-1.04151169444165,9.99124088825585e-10,-1.09643243462923,1.28945982006829e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000012403,ENSCCRG00000080981,,,17,17,CAJNDQ010000008.1,CAJNDQ010000016.1,156.321168470288,-1.04346029784696,0.0047302840381052,-0.49199845029502,0.246053270913976,SubgB_dominant,Balanced
ENSCCRG00000033480,ENSCCRG00000027631,spice1,spice1,21,19,CAJNDQ010000015.1,CAJNDQ010000041.1,1073.27200302275,-1.04459390890849,4.26004232297267e-05,-1.44606783537924,5.31177759908461e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000077174,ENSCCRG00000029926,abi1a,abi1a,12,11,CAJNDQ010000015.1,CAJNDQ010000041.1,785.23154390374,-1.04477892406133,5.1524641430894506e-09,-0.688425431172795,0.0002491610054795,SubgB_dominant,SubgB_dominant
ENSCCRG00000001465,ENSCCRG00000033476,,,5,5,CAJNDQ010000003.1,CAJNDQ010000048.1,1577.48076237095,-1.04547694511893,5.11496145397406e-05,-0.861367255451836,0.0019304609737908,SubgB_dominant,SubgB_dominant
ENSCCRG00000052735,ENSCCRG00000029454,timm29,timm29,4,4,CAJNDQ010000004.1,CAJNDQ010000002.1,192.314039635683,-1.04656218646896,0.0003288575352835,-1.17295612399839,4.96149652318713e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000072996,ENSCCRG00000018016,dusp1,dusp1,4,4,CAJNDQ010000021.1,CAJNDQ010000036.1,2128.13715684682,-1.04675391688756,0.0080031998888318,-0.351895052941131,0.47224592692352,SubgB_dominant,Balanced
ENSCCRG00000042084,ENSCCRG00000028774,rbm7,rbm7,5,5,CAJNDQ010000010.1,CAJNDQ010000020.1,1323.67062102967,-1.0486528544393,2.17366611991278e-05,-0.93189344546009,0.0001966253299436,SubgB_dominant,SubgB_dominant
ENSCCRG00000079794,ENSCCRG00000066817,,,3,3,CAJNDQ010000012.1,CAJNDQ010000050.1,867.922703001138,-1.04885360946289,8.32138801715363e-09,-0.339909450677529,0.105733547859595,SubgB_dominant,Balanced
ENSCCRG00000027597,ENSCCRG00000059749,,,7,10,CAJNDQ010000004.1,CAJNDQ010000002.1,352.765230559365,-1.04923754943126,1.62217249523198e-05,-1.60246609246005,3.5807840489147495e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000025315,ENSCCRG00000043940,ncoa4,ncoa4,10,10,CAJNDQ010000019.1,CAJNDQ010000049.1,2021.94578393703,-1.05108117761868,1.20940004443875e-14,0.27700855948384,0.0784840981360223,SubgB_dominant,Balanced
ENSCCRG00000065091,ENSCCRG00000074656,eif4e2rs1,eif4e2rs1,8,8,CAJNDQ010000012.1,CAJNDQ010000050.1,443.81528135199,-1.05328971309041,2.5472515425892e-05,-1.08777327287059,1.38186413893987e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000022407,ENSCCRG00000026553,,,4,6,CAJNDQ010000021.1,CAJNDQ010000036.1,398.308831482033,-1.05341860731056,0.0272529124613231,-0.391860506539407,0.504383575993473,SubgB_dominant,Balanced
ENSCCRG00000024297,ENSCCRG00000000316,stk17al,stk17al,9,8,CAJNDQ010000004.1,CAJNDQ010000002.1,319.791984913915,-1.05389552947932,9.23865421471263e-07,-1.60967222915481,6.61811583556153e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000008659,ENSCCRG00000055030,,,23,31,CAJNDQ010000037.1,CAJNDQ010000009.1,3149.87142963119,-1.0544926102747,5.10651186272923e-06,0.0693482319024782,0.847266652385848,SubgB_dominant,Balanced
ENSCCRG00000082564,ENSCCRG00000078541,,,39,37,CAJNDQ010000045.1,CAJNDQ010000026.1,164.459490830825,-1.05586161179794,0.0383756041283651,-0.337863257325947,0.563014871231336,SubgB_dominant,Balanced
ENSCCRG00000037244,ENSCCRG00000029501,,,12,13,CAJNDQ010000039.1,CAJNDQ010000046.1,357.357508011229,-1.05662105770751,5.2744634733392e-06,-0.98560151686697,3.51577680838659e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000035579,ENSCCRG00000051613,sytl1,sytl1,16,15,CAJNDQ010000032.1,CAJNDQ010000013.1,214.113093532267,-1.05662747160195,0.0009265364089663,-3.94738177149027,5.223223161282429e-28,SubgB_dominant,SubgB_dominant
ENSCCRG00000015761,ENSCCRG00000066238,agpat3,agpat3,11,9,CAJNDQ010000023.1,CAJNDQ010000028.1,1332.66807426502,-1.0567022646382,0.0001955697283767,-0.784664689259946,0.0079661976350464,SubgB_dominant,SubgB_dominant
ENSCCRG00000076878,ENSCCRG00000010358,galcb,galcb,16,16,CAJNDQ010000005.1,CAJNDQ010000031.1,172.451806788618,-1.05674318345422,0.0005054581006604,-0.839744104896673,0.0072399088298748,SubgB_dominant,SubgB_dominant
ENSCCRG00000028791,ENSCCRG00000049594,ago1,ago1,20,19,CAJNDQ010000003.1,CAJNDQ010000048.1,1997.99833067434,-1.05817011634191,3.32519831200641e-06,-1.27160337447957,1.9597213531102e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000003567,ENSCCRG00000000866,DOCK7,DOCK7,51,52,CAJNDQ010000017.1,CAJNDQ010000011.1,895.85496817308,-1.0582434034965,5.49213389638012e-06,-0.049104868562865,0.895850267063552,SubgB_dominant,Balanced
ENSCCRG00000061494,ENSCCRG00000065013,eif3k,eif3k,9,8,CAJNDQ010000040.1,CAJNDQ010000027.1,1317.1735905098,-1.05843366639176,7.07047294336464e-10,-0.993945277472934,1.02554099299178e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000027594,ENSCCRG00000024625,psmd11b,psmd11b,12,12,CAJNDQ010000045.1,CAJNDQ010000026.1,709.687263855157,-1.05947734152605,9.45646848199616e-06,-0.901582954614957,0.000194170582536,SubgB_dominant,SubgB_dominant
ENSCCRG00000058450,ENSCCRG00000024948,,srebf2,21,21,CAJNDQ010000004.1,CAJNDQ010000002.1,945.247462384344,-1.05972825353839,6.10791268207454e-07,-0.445517524395932,0.0588461279988932,SubgB_dominant,Balanced
ENSCCRG00000015348,ENSCCRG00000021684,,,10,18,CAJNDQ010000040.1,CAJNDQ010000027.1,489.44729362161,-1.06060482843278,1.75696080522542e-05,-0.596568620445632,0.025027390544095,SubgB_dominant,SubgB_dominant
ENSCCRG00000043502,ENSCCRG00000077556,ap1ar,ap1ar,11,11,CAJNDQ010000021.1,CAJNDQ010000036.1,370.666244356315,-1.06116559940935,0.0021733835930017,-1.06121329083682,0.0019440725789147,SubgB_dominant,SubgB_dominant
ENSCCRG00000068918,ENSCCRG00000082075,,,44,45,CAJNDQ010000017.1,CAJNDQ010000011.1,1878.68587982166,-1.06116667708938,6.15752079418957e-05,-0.913264585560181,0.0007527444573751,SubgB_dominant,SubgB_dominant
ENSCCRG00000024159,ENSCCRG00000033735,dmtf1,dmtf1,17,18,CAJNDQ010000037.1,CAJNDQ010000009.1,155.223576199888,-1.06128154875469,0.0405936752701109,-1.2129258546585,0.0203923752422551,SubgB_dominant,SubgB_dominant
ENSCCRG00000044683,ENSCCRG00000041503,,,12,12,CAJNDQ010000008.1,CAJNDQ010000016.1,533.600767664981,-1.0616190110092,9.76999655390203e-05,-2.03263705966763,5.77805210356811e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000019852,ENSCCRG00000054686,ppp5c,ppp5c,14,13,CAJNDQ010000040.1,CAJNDQ010000027.1,1071.36244375264,-1.06272975729361,8.84784307847369e-06,-1.10841254464701,3.9682032631803e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000056891,ENSCCRG00000001843,znf185,znf185,15,15,CAJNDQ010000021.1,CAJNDQ010000036.1,905.234089253351,-1.0633847764214,0.0069171219427658,-0.183041583669533,0.740658925136066,SubgB_dominant,Balanced
ENSCCRG00000022259,ENSCCRG00000020316,zc3h11a,zc3h11a,17,17,CAJNDQ010000043.1,CAJNDQ010000014.1,2128.86163044657,-1.06389571801133,2.6048735106113802e-17,-0.833545453967853,8.03700818934187e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000046274,ENSCCRG00000048731,,,17,18,CAJNDQ010000029.1,CAJNDQ010000035.1,677.39705458147,-1.06522071969241,0.0055011509601003,-0.54998654175146,0.210594539845529,SubgB_dominant,Balanced
ENSCCRG00000060810,ENSCCRG00000032637,six3b,six3b,3,2,CAJNDQ010000045.1,CAJNDQ010000026.1,187.983996956006,-1.06642280221216,2.31526085738319e-06,-0.673757452914963,0.0066421735993042,SubgB_dominant,SubgB_dominant
ENSCCRG00000024567,ENSCCRG00000018829,ugp2b,ugp2b,11,10,CAJNDQ010000005.1,CAJNDQ010000031.1,249.189582610204,-1.06749497292829,0.0202479765652658,-1.32108242476816,0.0036903445960003,SubgB_dominant,SubgB_dominant
ENSCCRG00000035156,ENSCCRG00000029150,,,13,12,CAJNDQ010000021.1,CAJNDQ010000036.1,474.724098070699,-1.06764108631925,1.35618247493607e-05,-0.632021017856942,0.0182151970846186,SubgB_dominant,SubgB_dominant
ENSCCRG00000074030,ENSCCRG00000064604,,,7,7,CAJNDQ010000015.1,CAJNDQ010000041.1,1093.88454813504,-1.06778962563783,1.56687820088288e-10,-0.489190981220612,0.0062352803160525,SubgB_dominant,Balanced
