geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch
ENSCCRG00000049629,ENSCCRG00000080600,,,20,20,CAJNDQ010000008.1,CAJNDQ010000016.1,651.955531758325,0.686388893439198,0.00310470006466464,0.278117427860766,0.313540784260071
ENSCCRG00000080838,ENSCCRG00000025619,irx7,irx7,2,2,CAJNDQ010000012.1,CAJNDQ010000050.1,415.640035888298,0.686177782838987,0.0565544995542173,0.561756703549587,0.189241377106041
ENSCCRG00000012081,ENSCCRG00000012128,rcc1,rcc1,10,10,CAJNDQ010000003.1,CAJNDQ010000048.1,10511.6384200063,0.686035697349138,7.70756849003272e-07,1.23845585923061,3.54652588347483e-21
ENSCCRG00000011539,ENSCCRG00000008654,,BICRAL,12,12,CAJNDQ010000045.1,CAJNDQ010000026.1,218.655160539119,0.68564694345383,0.0986940586087034,0.327449923282619,0.510856896077878
ENSCCRG00000079416,ENSCCRG00000000607,map2k5,map2k5,23,23,CAJNDQ010000007.1,CAJNDQ010000001.1,450.796823028074,0.684513640488505,0.00201869875378533,0.692309777082613,0.00183496022570049
ENSCCRG00000074485,ENSCCRG00000004734,cep43,cep43,20,21,CAJNDQ010000029.1,CAJNDQ010000035.1,335.174874102763,0.684360635772941,0.138378521159212,-0.0752611782188021,0.912070808673405
ENSCCRG00000004095,ENSCCRG00000071269,pym1,pym1,3,4,CAJNDQ010000018.1,CAJNDQ010000024.1,185.891486954234,0.684356747219446,0.151895633337302,0.796905281946339,0.0979730799284678
ENSCCRG00000028943,ENSCCRG00000006035,,,15,16,CAJNDQ010000044.1,CAJNDQ010000006.1,160.409447217274,0.683903296433582,0.0849566798761287,0.912755490792005,0.0223945730674638
ENSCCRG00000024916,ENSCCRG00000057862,ncbp3,ncbp3,14,14,CAJNDQ010000039.1,CAJNDQ010000046.1,2214.02611189883,0.682480772593559,0.0014117384080846,0.386435711674932,0.0994393658710578
ENSCCRG00000031031,ENSCCRG00000030917,DOK4,DOK4,10,9,CAJNDQ010000007.1,CAJNDQ010000001.1,164.757024587075,0.681928921014761,0.0351564088561642,0.0146707498151831,0.976124123307442
ENSCCRG00000003114,ENSCCRG00000008661,glg1b,glg1b,27,27,CAJNDQ010000010.1,CAJNDQ010000020.1,470.988576105491,0.681334359898762,0.00458345456516838,0.176906793696012,0.525954067973463
ENSCCRG00000064342,ENSCCRG00000046800,mrpl27,mrpl27,5,4,CAJNDQ010000045.1,CAJNDQ010000026.1,276.123959953679,0.679833355351861,0.0165194783641099,0.537843045401591,0.0683091384044676
ENSCCRG00000037576,ENSCCRG00000081682,eaf1,eaf1,8,7,CAJNDQ010000003.1,CAJNDQ010000048.1,468.672289832466,0.679468649167481,0.00819098977376015,1.23410038946918,5.10639548587907e-07
ENSCCRG00000024104,ENSCCRG00000069031,,,4,6,CAJNDQ010000034.1,CAJNDQ010000038.1,166.415700594372,0.679344055502604,0.0193157534564813,0.0790592864789,0.851588120947238
ENSCCRG00000017987,ENSCCRG00000043786,shcbp1,shcbp1,14,15,CAJNDQ010000007.1,CAJNDQ010000001.1,2756.1846650137,0.678855803440812,0.000261679319992503,0.602222614967473,0.00165847142050833
ENSCCRG00000031447,ENSCCRG00000004032,pisd,pisd,9,10,CAJNDQ010000008.1,CAJNDQ010000016.1,393.649103871307,0.67830374287055,3.78534028493216e-07,1.23769325000556,2.41373910716146e-22
ENSCCRG00000077135,ENSCCRG00000042591,alg3,alg3,9,9,CAJNDQ010000022.1,CAJNDQ010000030.1,743.749085236497,0.678259030430975,0.000870510811055899,1.10613953479936,1.69140890886347e-08
ENSCCRG00000055855,ENSCCRG00000053909,rrbp1a,rrbp1a,29,30,CAJNDQ010000019.1,CAJNDQ010000049.1,985.593616522333,0.677194662500944,0.000666393423917486,0.499153499452285,0.0165121078036032
ENSCCRG00000050919,ENSCCRG00000068927,bnip2,bnip2,13,14,CAJNDQ010000034.1,CAJNDQ010000038.1,853.203610822361,0.676880938952773,0.000459548719487248,0.267052618827571,0.235947051903347
ENSCCRG00000011306,ENSCCRG00000038305,tp63,tp63,15,14,CAJNDQ010000017.1,CAJNDQ010000011.1,583.825916239647,0.67642291332807,0.264194684547484,0.30632080547272,0.682285124189048
ENSCCRG00000071462,ENSCCRG00000066539,vcp,vcp,17,17,CAJNDQ010000008.1,CAJNDQ010000016.1,7561.76655380457,0.676118786493026,0.000315016656001571,0.392835868556835,0.0538025936459391
ENSCCRG00000039740,ENSCCRG00000020823,cep57l1,cep57l1,12,13,CAJNDQ010000029.1,CAJNDQ010000035.1,864.791939765363,0.674589111713359,0.0001236862623653,0.416797435649067,0.0301357049834841
ENSCCRG00000040714,ENSCCRG00000012633,ATXN7,ATXN7,15,16,CAJNDQ010000043.1,CAJNDQ010000014.1,173.870405711988,0.674116650440694,0.00809025859753213,0.327857699859943,0.259921478904084
ENSCCRG00000065642,ENSCCRG00000056942,trioa,trioa,59,59,CAJNDQ010000032.1,CAJNDQ010000013.1,987.97886550982,0.672070167718793,0.0218885138447207,0.0976752730966003,0.817644524690829
ENSCCRG00000001896,ENSCCRG00000036756,tox4b,tox4b,10,9,CAJNDQ010000007.1,CAJNDQ010000001.1,360.8269645282,0.67034619001789,0.000429721566129789,1.423146792448,1.07739501064783e-14
ENSCCRG00000041169,ENSCCRG00000069568,pex11b,pex11b,4,4,CAJNDQ010000032.1,CAJNDQ010000013.1,507.536248700439,0.670065573892478,0.0176602510330577,1.07861153975181,9.53071382881162e-05
ENSCCRG00000064718,ENSCCRG00000067257,,,5,5,CAJNDQ010000003.1,CAJNDQ010000048.1,382.095720414588,0.669661469124696,0.238216471300422,0.294337508813896,0.673667410776478
ENSCCRG00000073552,ENSCCRG00000046404,RAD54B,RAD54B,17,16,CAJNDQ010000003.1,CAJNDQ010000048.1,224.471162505852,0.669588120356146,0.0121702055876842,0.352645910554715,0.259173499926059
ENSCCRG00000007950,ENSCCRG00000051803,hax1,hax1,7,8,CAJNDQ010000032.1,CAJNDQ010000013.1,418.531019328967,0.669286563724711,0.00345229008246907,0.686514584650608,0.00315526289549131
ENSCCRG00000004504,ENSCCRG00000046574,dock1,dock1,52,53,CAJNDQ010000045.1,CAJNDQ010000026.1,2831.55124073487,0.669019326829421,1.73299313351854e-06,0.448717734651442,0.00245544442585511
ENSCCRG00000078686,ENSCCRG00000070827,dnase1l1,dnase1l1,10,12,CAJNDQ010000012.1,CAJNDQ010000050.1,299.778678994832,0.668438822606603,0.274478924395628,0.511191285853676,0.453521533162967
ENSCCRG00000049418,ENSCCRG00000024099,kras,kras,7,7,CAJNDQ010000034.1,CAJNDQ010000038.1,2127.62447860382,0.668347542733825,5.78823544383106e-06,0.798731233458049,2.8605898964025e-08
ENSCCRG00000056559,ENSCCRG00000044897,spryd3,spryd3,12,12,CAJNDQ010000012.1,CAJNDQ010000050.1,200.471522276648,0.66832248206958,0.0214601221562622,0.468641352874466,0.12724605262738
ENSCCRG00000018480,ENSCCRG00000018293,elmod2,elmod2,9,18,CAJNDQ010000023.1,CAJNDQ010000028.1,359.115970061293,0.667985899282033,0.0236980813441757,0.361558454792271,0.285693259864097
ENSCCRG00000047851,ENSCCRG00000063816,cryl1,cryl1,8,10,CAJNDQ010000042.1,CAJNDQ010000047.1,214.576442683594,0.667299467154462,0.0134704700028541,1.12302831074644,7.15800449080235e-06
ENSCCRG00000011772,ENSCCRG00000070256,spop,spop,14,13,CAJNDQ010000004.1,CAJNDQ010000002.1,327.498224599846,0.66678830128347,0.0158541887075552,0.433189916683333,0.142152403442852
ENSCCRG00000036464,ENSCCRG00000041662,gtf3c2,gtf3c2,21,20,CAJNDQ010000029.1,CAJNDQ010000035.1,858.6243600571,0.66482906659955,0.00150927107786335,0.133511541093246,0.629588956663443
ENSCCRG00000056373,ENSCCRG00000017459,sfxn1,sfxn1,11,11,CAJNDQ010000021.1,CAJNDQ010000036.1,546.756868394342,0.664778087103148,0.293948062421568,0.0899494467048505,0.920484519697955
ENSCCRG00000052887,ENSCCRG00000067007,,,5,4,CAJNDQ010000023.1,CAJNDQ010000028.1,416.821909236553,0.664436543878728,0.4343208487043,-0.365649067110136,0.724719333774967
ENSCCRG00000035258,ENSCCRG00000052048,prkcda,prkcda,18,18,CAJNDQ010000017.1,CAJNDQ010000011.1,1430.5630448653,0.662217376099669,0.0410143619585078,0.703798860579619,0.0326289968381498
ENSCCRG00000005185,ENSCCRG00000018200,disp1,disp1,9,10,CAJNDQ010000029.1,CAJNDQ010000035.1,629.177769697185,0.662212023419565,1.26713210299631e-05,0.1941310626018,0.295416829358165
ENSCCRG00000038078,ENSCCRG00000077218,usp39,usp39,14,13,CAJNDQ010000008.1,CAJNDQ010000016.1,1547.77557998821,0.661657372636255,5.44347073020353e-05,1.1828105935288,2.29841792703262e-13
ENSCCRG00000021455,ENSCCRG00000023305,,,63,60,CAJNDQ010000017.1,CAJNDQ010000011.1,160.850973239061,0.661421881219432,0.47647294382345,0.0965919468838947,0.939350338956552
ENSCCRG00000069229,ENSCCRG00000003258,,,17,4,CAJNDQ010000029.1,CAJNDQ010000035.1,970.250792114488,0.660836025117452,0.00861704053682558,0.671326877575654,0.00953853496361882
ENSCCRG00000060991,ENSCCRG00000075803,trim8b,trim8b,7,7,CAJNDQ010000045.1,CAJNDQ010000026.1,535.112880649972,0.659775607858322,0.0176781881000728,0.526334813644978,0.0718185008237202
ENSCCRG00000009235,ENSCCRG00000057249,ORAI1,ORAI1,3,2,CAJNDQ010000018.1,CAJNDQ010000024.1,181.073915501468,0.659713457753563,0.111418759662383,0.431436829232117,0.345979406310151
ENSCCRG00000001330,ENSCCRG00000002344,,,16,14,CAJNDQ010000012.1,CAJNDQ010000050.1,1026.23237777411,0.659494987969661,8.61786780385322e-05,0.916071767700427,3.04258704648224e-08
ENSCCRG00000017471,ENSCCRG00000017312,aimp2,aimp2,5,5,CAJNDQ010000004.1,CAJNDQ010000002.1,849.27522160516,0.657517065971083,0.0289658466734825,0.294550666379085,0.410765578327553
ENSCCRG00000054295,ENSCCRG00000055182,,GDPD2,15,14,CAJNDQ010000021.1,CAJNDQ010000036.1,440.65995037197,0.657020678510056,0.00959705557292939,-0.205489304098657,0.529345580927126
ENSCCRG00000043343,ENSCCRG00000067055,adnpa,adnpa,5,4,CAJNDQ010000043.1,CAJNDQ010000014.1,991.411597930825,0.656569668433072,6.18821540541267e-06,0.559224328702553,0.000146120841733383
ENSCCRG00000030254,ENSCCRG00000028146,TPM1,TPM1,11,11,CAJNDQ010000034.1,CAJNDQ010000038.1,2016.35219249672,0.656426351653504,0.000654597088052175,-0.927143034553466,8.69856289884073e-07
ENSCCRG00000004318,ENSCCRG00000030589,ttk,ttk,30,25,CAJNDQ010000003.1,CAJNDQ010000048.1,1361.29305104994,0.654488578981812,0.0006031279435055,0.620660858371684,0.001560400885532
ENSCCRG00000024594,ENSCCRG00000034569,dnajc3b,dnajc3b,16,14,CAJNDQ010000007.1,CAJNDQ010000001.1,610.862029979377,0.652811129713962,0.360971696443672,0.532219427334978,0.502741305751912
ENSCCRG00000033089,ENSCCRG00000064988,six5,six5,3,5,CAJNDQ010000010.1,CAJNDQ010000020.1,930.694296345567,0.652398884951627,0.00636235183258799,0.684409654632566,0.00550915044863957
ENSCCRG00000033667,ENSCCRG00000015701,sorbs3,sorbs3,22,21,CAJNDQ010000018.1,CAJNDQ010000024.1,204.788238144144,0.652021142459106,0.0994872200347563,-0.301144380005293,0.53445305255295
ENSCCRG00000080790,ENSCCRG00000060067,,hsp90b1,19,19,CAJNDQ010000037.1,CAJNDQ010000009.1,2172.52457564921,0.651839737125755,0.0310616094294095,1.20914450804015,1.93318259046301e-05
ENSCCRG00000031816,ENSCCRG00000015521,TBC1D1,TBC1D1,25,24,CAJNDQ010000023.1,CAJNDQ010000028.1,655.157041843244,0.65153228029458,0.0116831170479506,0.601433883543327,0.0218043460834719
ENSCCRG00000038635,ENSCCRG00000078797,samm50l,samm50l,15,14,CAJNDQ010000037.1,CAJNDQ010000009.1,549.560210094515,0.650684244018335,0.00107433813812669,0.431058158872522,0.0449870125190885
ENSCCRG00000053837,ENSCCRG00000062762,zgc:153115,zgc:153115,3,3,CAJNDQ010000022.1,CAJNDQ010000030.1,1014.01621794392,0.650619153309332,0.00508013425676336,0.388169193718815,0.127818777044986
ENSCCRG00000017050,ENSCCRG00000012887,,,51,50,CAJNDQ010000037.1,CAJNDQ010000009.1,1259.92078752354,0.650142936918489,0.132666686629812,0.635894016295408,0.160340554633706
ENSCCRG00000029978,ENSCCRG00000076621,ybx1,ybx1,8,9,CAJNDQ010000018.1,CAJNDQ010000024.1,28078.8955116846,0.650106021608107,0.000843683618179144,0.670267235110523,0.000651686541507828
ENSCCRG00000004133,ENSCCRG00000004106,,,25,26,CAJNDQ010000022.1,CAJNDQ010000030.1,1724.84414962704,0.648795149685823,0.504249957366455,0.394785158837244,0.734992612760396
ENSCCRG00000053607,ENSCCRG00000046655,letm1,letm1,16,15,CAJNDQ010000019.1,CAJNDQ010000049.1,547.893469451435,0.648732823687489,0.0165668292557376,0.228799448124992,0.493500086418364
ENSCCRG00000041945,ENSCCRG00000009121,fkbp4,fkbp4,10,10,CAJNDQ010000010.1,CAJNDQ010000020.1,1578.48168980523,0.648123288580146,0.00257780328221838,-0.429406177113945,0.063157655186176
ENSCCRG00000079102,ENSCCRG00000035219,cars1,cars1,24,25,CAJNDQ010000007.1,CAJNDQ010000001.1,1201.57586446652,0.647956750375965,0.000135579084150693,0.595416143597394,0.000469278456359238
ENSCCRG00000020072,ENSCCRG00000060155,map1lc3a,map1lc3a,5,5,CAJNDQ010000043.1,CAJNDQ010000014.1,335.523077531341,0.646805603443239,0.0012354339668404,0.317850874687123,0.16495251793823
ENSCCRG00000032549,ENSCCRG00000056280,ldlrap1a,ldlrap1a,10,10,CAJNDQ010000032.1,CAJNDQ010000013.1,378.843097567558,0.646200518775394,0.00939593826323889,-0.530570978105779,0.03725426660167
ENSCCRG00000005027,ENSCCRG00000022119,wdr3,wdr3,27,28,CAJNDQ010000042.1,CAJNDQ010000047.1,1507.04093973129,0.645554383034544,5.89417675286659e-09,0.822908782962811,2.39811920450254e-13
ENSCCRG00000001619,ENSCCRG00000006142,mfap1,mfap1,10,9,CAJNDQ010000007.1,CAJNDQ010000001.1,1960.74901523016,0.645016797703612,0.00574104312274554,0.88168252393189,0.000123852374562026
ENSCCRG00000078253,ENSCCRG00000076613,dnajb1b,dnajb1b,5,5,CAJNDQ010000023.1,CAJNDQ010000028.1,294.793266305266,0.644833081876638,0.312595915606242,0.502638435377051,0.469935384183974
ENSCCRG00000074838,ENSCCRG00000061806,brd2b,brd2b,13,12,CAJNDQ010000003.1,CAJNDQ010000048.1,506.069625474063,0.644702607179516,0.00460973234172329,0.63025162550416,0.00533611211679617
ENSCCRG00000037457,ENSCCRG00000027136,,,20,23,CAJNDQ010000042.1,CAJNDQ010000047.1,1125.09322462649,0.644609822452896,0.000140884888655113,-0.182305612216865,0.377124240279434
ENSCCRG00000074405,ENSCCRG00000061684,cry1b,cry1b,13,14,CAJNDQ010000010.1,CAJNDQ010000020.1,327.069678724862,0.644517336319508,0.0277729534199304,1.20408488814841,2.31875273236876e-05
ENSCCRG00000067989,ENSCCRG00000007618,sp2,sp2,8,8,CAJNDQ010000043.1,CAJNDQ010000014.1,278.958290112429,0.643725340104765,0.0061091555822391,0.660206742433183,0.00562940610064133
ENSCCRG00000074727,ENSCCRG00000066450,efnb3b,efnb3b,5,5,CAJNDQ010000007.1,CAJNDQ010000001.1,314.449495954832,0.64372030660071,0.399777053456544,0.338249364842754,0.717079358335487
ENSCCRG00000028624,ENSCCRG00000075281,ccnl1a,ccnl1a,19,15,CAJNDQ010000010.1,CAJNDQ010000020.1,1369.61745028598,0.642980550503814,4.63787934226584e-05,0.475061646406303,0.00391719166999605
ENSCCRG00000071836,ENSCCRG00000017664,CASZ1,,23,24,CAJNDQ010000012.1,CAJNDQ010000050.1,166.920411559366,0.642472001394489,0.470647606646622,0.29752925671132,0.78778595226461
ENSCCRG00000071630,ENSCCRG00000009902,stil,stil,16,18,CAJNDQ010000044.1,CAJNDQ010000006.1,1177.14236728863,0.642163579360053,0.00184098648707712,0.250108963574269,0.32435705547776
ENSCCRG00000026670,ENSCCRG00000034982,nudt22,nudt22,19,8,CAJNDQ010000021.1,CAJNDQ010000036.1,261.433996980718,0.640751955959525,0.00580302815872076,1.3871543107265,3.42360829502528e-10
ENSCCRG00000066335,ENSCCRG00000041624,CSPP1,CSPP1,29,28,CAJNDQ010000015.1,CAJNDQ010000041.1,692.80367245204,0.639998354537038,0.00314030567774225,0.482017147797636,0.0385763655282581
ENSCCRG00000071354,ENSCCRG00000063472,abcf1,abcf1,26,28,CAJNDQ010000032.1,CAJNDQ010000013.1,1683.65534773103,0.639964281020421,0.00691755112869902,0.876611149111927,0.000153020783123039
ENSCCRG00000044458,ENSCCRG00000061568,,,17,18,CAJNDQ010000019.1,CAJNDQ010000049.1,7849.43288882402,0.639505447693619,0.000926651094723484,0.828045568766123,1.58375439104024e-05
ENSCCRG00000056832,ENSCCRG00000017514,TECPR1,TECPR1,26,26,CAJNDQ010000004.1,CAJNDQ010000002.1,154.090375345003,0.639016730529042,0.200949608155326,0.899442848442834,0.0621915913062274
ENSCCRG00000027757,ENSCCRG00000011719,kansl3,kansl3,22,21,CAJNDQ010000018.1,CAJNDQ010000024.1,764.745317196813,0.638479961407962,0.0210041864791195,0.706589473246949,0.0112217453095407
ENSCCRG00000038069,ENSCCRG00000033687,itgb1a,itgb1a,17,17,CAJNDQ010000015.1,CAJNDQ010000041.1,294.099803742832,0.637171611162699,0.147320085152418,0.294894866225446,0.577112211592501
ENSCCRG00000007426,ENSCCRG00000077416,mical3a,mical3a,45,46,CAJNDQ010000010.1,CAJNDQ010000020.1,735.246475553064,0.636852939686695,0.00865833620380043,0.351442144483629,0.194771334069205
ENSCCRG00000072725,ENSCCRG00000021832,,,13,12,CAJNDQ010000023.1,CAJNDQ010000028.1,3528.02396472625,0.636731936764464,0.0164497653588816,-0.293951345623021,0.346033716761995
ENSCCRG00000048856,ENSCCRG00000013543,cdca3,cdca3,10,12,CAJNDQ010000003.1,CAJNDQ010000048.1,4516.71327322247,0.63653611970439,0.00291157794046559,0.678714276205314,0.00171500534584557
ENSCCRG00000063688,ENSCCRG00000030515,mrps36,mrps36,5,5,CAJNDQ010000018.1,CAJNDQ010000024.1,274.842523338741,0.63597863564925,0.212223790014164,0.0409158563629894,0.956221984486771
ENSCCRG00000052919,ENSCCRG00000079556,igf2r,igf2r,47,47,CAJNDQ010000029.1,CAJNDQ010000035.1,673.378924710863,0.635860795928578,0.0688422748485135,0.0251385136421476,0.96245785005653
ENSCCRG00000033282,ENSCCRG00000053681,hnrpkl,hnrpkl,16,16,CAJNDQ010000008.1,CAJNDQ010000016.1,1336.30396605003,0.635445128744531,0.00021314332088161,0.524810224301435,0.00310493748628087
ENSCCRG00000024298,ENSCCRG00000064348,,,6,6,CAJNDQ010000005.1,CAJNDQ010000031.1,192.777668473718,0.634348120070629,0.454937832248085,1.68275632365378,0.0283601780463375
ENSCCRG00000025688,ENSCCRG00000068255,,,16,18,CAJNDQ010000043.1,CAJNDQ010000014.1,833.906151385133,0.63423630922909,0.0119684760381695,0.552975094692872,0.0359871602483556
ENSCCRG00000035088,ENSCCRG00000003546,tnip1,tnip1,17,19,CAJNDQ010000021.1,CAJNDQ010000036.1,849.009896123524,0.634155740860132,0.00465042810194534,0.467136646178664,0.0485292225851397
ENSCCRG00000046705,ENSCCRG00000046846,epg5,epg5,47,46,CAJNDQ010000008.1,CAJNDQ010000016.1,283.532873233122,0.631490047701214,0.027829033594521,1.45723543606865,3.89011056375771e-08
ENSCCRG00000032907,ENSCCRG00000018791,usp25,usp25,26,27,CAJNDQ010000033.1,CAJNDQ010000025.1,2665.66036381851,0.631432877356066,4.05742462661588e-06,0.013099338142014,0.954983928703926
ENSCCRG00000061978,ENSCCRG00000029198,n4bp1,n4bp1,7,7,CAJNDQ010000010.1,CAJNDQ010000020.1,945.232854971161,0.630934639195505,0.00600585269321059,0.406202926886243,0.0961545607747789
ENSCCRG00000061850,ENSCCRG00000026924,,,18,17,CAJNDQ010000037.1,CAJNDQ010000009.1,687.866542810238,0.629970278213181,0.00038191678276048,0.686279349974813,0.000115037603622333
ENSCCRG00000003247,ENSCCRG00000003804,bop1,bop1,14,17,CAJNDQ010000032.1,CAJNDQ010000013.1,2381.94358902294,0.629730396324323,1.40362003834489e-06,0.60373270839188,5.46834793588008e-06
ENSCCRG00000002061,ENSCCRG00000054464,,,43,43,CAJNDQ010000042.1,CAJNDQ010000047.1,1491.42706572971,0.629691764461986,0.46272621030581,0.719211793588057,0.426819284302489
ENSCCRG00000070779,ENSCCRG00000080732,timp2a,timp2a,5,6,CAJNDQ010000045.1,CAJNDQ010000026.1,212.0418598062,0.629609002021608,0.527605451506558,-0.146692347304272,0.912070808673405
ENSCCRG00000020450,ENSCCRG00000001989,nemp2,nemp2,10,9,CAJNDQ010000042.1,CAJNDQ010000047.1,968.938939908814,0.629481277560755,0.000139700693904197,0.315120207204633,0.106908115954577
ENSCCRG00000018786,ENSCCRG00000052546,setd1ba,setd1ba,20,20,CAJNDQ010000033.1,CAJNDQ010000025.1,428.925437378708,0.628803972637172,0.0653162043622494,0.423344175371617,0.261106138911373
ENSCCRG00000060310,ENSCCRG00000024373,ezrb,ezrb,15,15,CAJNDQ010000029.1,CAJNDQ010000035.1,1413.95159473757,0.628458010596692,1.42192413290806e-10,1.0414249708624,1.47500000117639e-26
ENSCCRG00000035878,ENSCCRG00000021805,rfx3,rfx3,17,18,CAJNDQ010000033.1,CAJNDQ010000025.1,1101.43173989144,0.626479278349289,0.00742551933418439,0.634921755183735,0.00755428038033971
ENSCCRG00000002108,ENSCCRG00000003600,cab39l1,cab39l1,9,9,CAJNDQ010000021.1,CAJNDQ010000036.1,808.118969693854,0.626211273902032,0.000537256877162181,0.761362253801119,2.26529192715786e-05
ENSCCRG00000076072,ENSCCRG00000059987,,,18,18,CAJNDQ010000037.1,CAJNDQ010000009.1,928.691381971034,0.625405776323747,0.00261752601491227,0.780287261137843,0.000157868570891553
ENSCCRG00000045575,ENSCCRG00000032886,sema3ab,sema3ab,20,20,CAJNDQ010000010.1,CAJNDQ010000020.1,157.197750541723,0.625085088805169,0.488742618010572,0.728297127290235,0.44552343156751
ENSCCRG00000047204,ENSCCRG00000064104,psmb2,psmb2,5,10,CAJNDQ010000032.1,CAJNDQ010000013.1,629.05143459711,0.623740110901228,0.22011592728647,0.175891940793342,0.795073396899139
ENSCCRG00000079785,ENSCCRG00000050691,,,27,28,CAJNDQ010000033.1,CAJNDQ010000025.1,421.544349500695,0.623090841516765,0.0225629897649033,0.317935689766738,0.305544789172168
ENSCCRG00000002516,ENSCCRG00000078307,patl1,patl1,19,18,CAJNDQ010000023.1,CAJNDQ010000028.1,2815.47038309033,0.622531526792427,5.29183730365733e-08,1.13934029071283,3.32397441409064e-24
ENSCCRG00000001781,ENSCCRG00000041340,arfgap2,arfgap2,18,17,CAJNDQ010000010.1,CAJNDQ010000020.1,5836.75442523465,0.621003832151912,3.82002542810331e-06,0.471150807172133,0.000640951295033947
ENSCCRG00000059964,ENSCCRG00000053738,,,18,19,CAJNDQ010000010.1,CAJNDQ010000020.1,514.544030346324,0.620524835122972,0.172672891090462,2.35650915724391,1.07249739641688e-10
ENSCCRG00000023059,ENSCCRG00000018541,nelfcd,nelfcd,16,16,CAJNDQ010000017.1,CAJNDQ010000011.1,560.190943919773,0.62004146973005,0.0104408909009243,0.718355866504397,0.00318998245275974
ENSCCRG00000029948,ENSCCRG00000044350,,,32,32,CAJNDQ010000022.1,CAJNDQ010000030.1,1149.84144523689,0.619668383665448,0.0217246899923143,0.714127478918826,0.00856918717318356
ENSCCRG00000043271,ENSCCRG00000041101,DNAAF5,DNAAF5,14,21,CAJNDQ010000004.1,CAJNDQ010000002.1,862.218950014678,0.619266721111174,0.00640730472240104,0.414387977077508,0.0936089806881241
ENSCCRG00000007958,ENSCCRG00000076657,ppiaa,ppiaa,5,6,CAJNDQ010000018.1,CAJNDQ010000024.1,6697.01169204266,0.619115231295507,0.0721346744475117,0.424783401093521,0.264313858008335
ENSCCRG00000068040,ENSCCRG00000005761,aftpha,aftpha,9,9,CAJNDQ010000023.1,CAJNDQ010000028.1,599.112975055997,0.616027896835144,0.00414017458611119,0.609292828741124,0.00509372277765216
ENSCCRG00000006950,ENSCCRG00000034330,selenon,selenon,13,14,CAJNDQ010000005.1,CAJNDQ010000031.1,3054.5366402443,0.615573350608144,0.000160879392539187,0.955303422738424,1.02388544786419e-08
ENSCCRG00000055401,ENSCCRG00000047514,zdhhc18b,zdhhc18b,10,10,CAJNDQ010000032.1,CAJNDQ010000013.1,1251.23342280802,0.614928777852906,0.0694972045367073,0.18015241217938,0.663357389749416
ENSCCRG00000025381,ENSCCRG00000011864,zgc:113263,zgc:113263,19,21,CAJNDQ010000037.1,CAJNDQ010000009.1,267.777708158971,0.614548777833852,0.0650727341779843,0.494252608301886,0.175601747900613
ENSCCRG00000040658,ENSCCRG00000060643,med6,med6,7,11,CAJNDQ010000019.1,CAJNDQ010000049.1,256.832824626559,0.614221646104013,0.105576292996931,0.378496083688326,0.37919868530693
ENSCCRG00000043883,ENSCCRG00000070577,abraxas2,abraxas2,10,9,CAJNDQ010000005.1,CAJNDQ010000031.1,348.198616557139,0.614210539451246,0.00831337720867857,0.807138826320287,0.000287054992233171
ENSCCRG00000041013,ENSCCRG00000030457,rprd1b,rprd1b,14,11,CAJNDQ010000012.1,CAJNDQ010000050.1,1241.83323015209,0.614056922527805,0.000134155314739887,0.770915222976523,3.02011734727693e-06
ENSCCRG00000028740,ENSCCRG00000006759,gtf2e1,gtf2e1,6,5,CAJNDQ010000042.1,CAJNDQ010000047.1,957.753806797873,0.613579168456684,0.000684642892029975,0.0394046984970821,0.890324735876282
ENSCCRG00000019464,ENSCCRG00000027717,tpx2,tpx2,18,18,CAJNDQ010000012.1,CAJNDQ010000050.1,10647.8026131954,0.612114684313899,0.000274761002028769,0.498046396995406,0.00440563797861092
ENSCCRG00000032859,ENSCCRG00000037560,ap1g1,ap1g1,23,24,CAJNDQ010000007.1,CAJNDQ010000001.1,1911.63905151426,0.611845217206743,2.40276806687277e-05,0.764953221395926,9.14282257641418e-08
ENSCCRG00000022295,ENSCCRG00000052410,mfge8b,mfge8b,10,10,CAJNDQ010000034.1,CAJNDQ010000038.1,1015.38621314019,0.611673465092433,0.000951591720200555,0.160868055194792,0.524705154310208
ENSCCRG00000077841,ENSCCRG00000017791,,,46,43,CAJNDQ010000021.1,CAJNDQ010000036.1,784.934908002356,0.611407620572949,2.55900453357108e-05,0.504225226693146,0.00079399748075174
ENSCCRG00000082852,ENSCCRG00000000672,tmx2b,tmx2b,9,9,CAJNDQ010000023.1,CAJNDQ010000028.1,1162.71163377061,0.611043012800873,0.00368402328664749,0.444265976653634,0.0457768150365696
ENSCCRG00000043283,ENSCCRG00000048096,tmem237b,tmem237b,14,13,CAJNDQ010000017.1,CAJNDQ010000011.1,190.864766325088,0.610182523308873,0.203779129461677,0.91617621341153,0.0633753685659846
ENSCCRG00000017523,ENSCCRG00000017662,smc4,smc4,24,24,CAJNDQ010000040.1,CAJNDQ010000027.1,5760.95579499688,0.60918426360016,6.62179646296483e-05,0.770850026354339,4.00641820369402e-07
