Gene stable ID	Common carp gene name	Gene name	Common carp gene stable ID	Common carp orthology confidence [0 low, 1 high]	Common carp homology type
ENSDARG00000056165	si:ch211-215a10.4	si:ch211-215a10.4	ENSCCRG00000060843	1	ortholog_one2many
ENSDARG00000019838	ugdh	ugdh	ENSCCRG00000051328	1	ortholog_one2many
ENSDARG00000019838	ugdh	ugdh	ENSCCRG00000078816	1	ortholog_one2many
ENSDARG00000052099	agxta	agxta	ENSCCRG00000021791	1	ortholog_one2many
ENSDARG00000052099	agxta	agxta	ENSCCRG00000082428	1	ortholog_one2many
ENSDARG00000018241	mfap1	mfap1	ENSCCRG00000001619	1	ortholog_one2many
ENSDARG00000018241	mfap1	mfap1	ENSCCRG00000006142	1	ortholog_one2many
ENSDARG00000056913	pcolcea	pcolcea	ENSCCRG00000042449	1	ortholog_one2many
ENSDARG00000056913	pcolcea	pcolcea	ENSCCRG00000040830	1	ortholog_one2many
ENSDARG00000005456	katnb1	katnb1	ENSCCRG00000026881	1	ortholog_one2many
ENSDARG00000005456	katnb1	katnb1	ENSCCRG00000059520	1	ortholog_one2many
ENSDARG00000069150	rit1	rit1	ENSCCRG00000065435	1	ortholog_one2many
ENSDARG00000069150	rit1	rit1	ENSCCRG00000041160	1	ortholog_one2many
ENSDARG00000040838	dcun1d2a	dcun1d2a	ENSCCRG00000070625	1	ortholog_one2many
ENSDARG00000040838	dcun1d2a	dcun1d2a	ENSCCRG00000038217	1	ortholog_one2many
ENSDARG00000020178	nova1	nova1	ENSCCRG00000068281	1	ortholog_one2many
ENSDARG00000020178	nova1	nova1	ENSCCRG00000054430	1	ortholog_one2many
ENSDARG00000088260	gig2p	gig2p	ENSCCRG00000061576	1	ortholog_one2many
ENSDARG00000088260	gig2p	gig2p	ENSCCRG00000053510	1	ortholog_one2many
ENSDARG00000008279	map2k7	map2k7	ENSCCRG00000067975	1	ortholog_one2many
ENSDARG00000008279	map2k7	map2k7	ENSCCRG00000034605	1	ortholog_one2many
ENSDARG00000056268	atxn7l2b	atxn7l2b	ENSCCRG00000042829	1	ortholog_one2many
ENSDARG00000056268	atxn7l2b	atxn7l2b	ENSCCRG00000029132	1	ortholog_one2many
ENSDARG00000039435	rgs17	rgs17	ENSCCRG00000058503	1	ortholog_one2many
ENSDARG00000039435	rgs17	rgs17	ENSCCRG00000060097	1	ortholog_one2many
ENSDARG00000010658	insig1	insig1	ENSCCRG00000062810	1	ortholog_one2many
ENSDARG00000010658	insig1	insig1	ENSCCRG00000011040	1	ortholog_one2many
ENSDARG00000025858	golm1	golm1	ENSCCRG00000032733	1	ortholog_one2many
ENSDARG00000025858	golm1	golm1	ENSCCRG00000075682	1	ortholog_one2many
ENSDARG00000004023	isl1a	isl1a	ENSCCRG00000004249	1	ortholog_one2many
ENSDARG00000004023	isl1a	isl1a	ENSCCRG00000025874	1	ortholog_one2many
ENSDARG00000098916	krit1	krit1	ENSCCRG00000029048	1	ortholog_one2many
ENSDARG00000098916	krit1	krit1	ENSCCRG00000039104	1	ortholog_one2many
ENSDARG00000061687	atxn1a	atxn1a	ENSCCRG00000080093	1	ortholog_one2many
ENSDARG00000061687	atxn1a	atxn1a	ENSCCRG00000079264	1	ortholog_one2many
ENSDARG00000009942	cdc6	cdc6	ENSCCRG00000028069	1	ortholog_one2many
ENSDARG00000009942	cdc6	cdc6	ENSCCRG00000013179	1	ortholog_one2many
ENSDARG00000059916	hyal1	hyal1	ENSCCRG00000044272	1	ortholog_one2many
ENSDARG00000059916	hyal1	hyal1	ENSCCRG00000020526	1	ortholog_one2many
ENSDARG00000100462	paqr7a	paqr7a	ENSCCRG00000010251	1	ortholog_one2many
ENSDARG00000100462	paqr7a	paqr7a	ENSCCRG00000055338	1	ortholog_one2many
ENSDARG00000076182	stat1b	stat1b	ENSCCRG00000019377	1	ortholog_one2many
ENSDARG00000076182	stat1b	stat1b	ENSCCRG00000048946	1	ortholog_one2many
ENSDARG00000025147	cd63	cd63	ENSCCRG00000023011	1	ortholog_one2many
ENSDARG00000025147	cd63	cd63	ENSCCRG00000019474	1	ortholog_one2many
ENSDARG00000030441	ppa1b	ppa1b	ENSCCRG00000030748	1	ortholog_one2many
ENSDARG00000030441	ppa1b	ppa1b	ENSCCRG00000013197	1	ortholog_one2many
ENSDARG00000036180	ccnb2	ccnb2	ENSCCRG00000011816	1	ortholog_one2many
ENSDARG00000036180	ccnb2	ccnb2	ENSCCRG00000071996	1	ortholog_one2many
ENSDARG00000075565	lzts1	lzts1	ENSCCRG00000063016	1	ortholog_one2many
ENSDARG00000075565	lzts1	lzts1	ENSCCRG00000005262	1	ortholog_one2many
ENSDARG00000012747	rer1	rer1	ENSCCRG00000062229	1	ortholog_one2many
ENSDARG00000012747	rer1	rer1	ENSCCRG00000036738	1	ortholog_one2many
ENSDARG00000038905	hectd3	hectd3	ENSCCRG00000016833	1	ortholog_one2many
ENSDARG00000038905	hectd3	hectd3	ENSCCRG00000001240	1	ortholog_one2many
ENSDARG00000079712	gal3st4	gal3st4	ENSCCRG00000082087	1	ortholog_one2many
ENSDARG00000079712	gal3st4	gal3st4	ENSCCRG00000016125	1	ortholog_one2many
ENSDARG00000019907	dscc1	dscc1	ENSCCRG00000012960	1	ortholog_one2many
ENSDARG00000019907	dscc1	dscc1	ENSCCRG00000001270	1	ortholog_one2many
ENSDARG00000027143	aptx	aptx	ENSCCRG00000050751	1	ortholog_one2many
ENSDARG00000027143	aptx	aptx	ENSCCRG00000021222	1	ortholog_one2many
ENSDARG00000033832	ampd1	ampd1	ENSCCRG00000039722	1	ortholog_one2many
ENSDARG00000033832	ampd1	ampd1	ENSCCRG00000047768	1	ortholog_one2many
ENSDARG00000038789	tmem53	tmem53	ENSCCRG00000022443	1	ortholog_one2many
ENSDARG00000038789	tmem53	tmem53	ENSCCRG00000006560	1	ortholog_one2many
ENSDARG00000068708	ifrd1	ifrd1	ENSCCRG00000082433	1	ortholog_one2many
ENSDARG00000068708	ifrd1	ifrd1	ENSCCRG00000027614	1	ortholog_one2many
ENSDARG00000101949	numbl	numbl	ENSCCRG00000006834	1	ortholog_one2many
ENSDARG00000101949	numbl	numbl	ENSCCRG00000048862	1	ortholog_one2many
ENSDARG00000041081	kmt5b	kmt5b	ENSCCRG00000025233	1	ortholog_one2many
ENSDARG00000041081	kmt5b	kmt5b	ENSCCRG00000053480	1	ortholog_one2many
ENSDARG00000098813	stx12	stx12	ENSCCRG00000010237	1	ortholog_one2many
ENSDARG00000098813	stx12	stx12	ENSCCRG00000046049	1	ortholog_one2many
ENSDARG00000028067	bnip3lb	bnip3lb	ENSCCRG00000068987	1	ortholog_one2many
ENSDARG00000028067	bnip3lb	bnip3lb	ENSCCRG00000009630	1	ortholog_one2many
ENSDARG00000016457	irf9	irf9	ENSCCRG00000047792	1	ortholog_one2many
ENSDARG00000016457	irf9	irf9	ENSCCRG00000033441	1	ortholog_one2many
ENSDARG00000021805	tle5	tle5	ENSCCRG00000056786	1	ortholog_one2many
ENSDARG00000021805	tle5	tle5	ENSCCRG00000059065	1	ortholog_one2many
ENSDARG00000033647	smarcb1a	smarcb1a	ENSCCRG00000030264	1	ortholog_one2many
ENSDARG00000033647	smarcb1a	smarcb1a	ENSCCRG00000000211	1	ortholog_one2many
ENSDARG00000077295	akap6	akap6	ENSCCRG00000025431	1	ortholog_one2many
ENSDARG00000077295	akap6	akap6	ENSCCRG00000058966	1	ortholog_one2many
ENSDARG00000001897	man2b1	man2b1	ENSCCRG00000067053	1	ortholog_one2many
ENSDARG00000001897	man2b1	man2b1	ENSCCRG00000039201	1	ortholog_one2many
ENSDARG00000101234	nsmfb	nsmfb	ENSCCRG00000060445	1	ortholog_one2many
ENSDARG00000101234	nsmfb	nsmfb	ENSCCRG00000017135	1	ortholog_one2many
ENSDARG00000019774	zhx3b	zhx3b	ENSCCRG00000057491	1	ortholog_one2many
ENSDARG00000019774	zhx3b	zhx3b	ENSCCRG00000075543	1	ortholog_one2many
ENSDARG00000025847	sox12	sox12	ENSCCRG00000020877	1	ortholog_one2many
ENSDARG00000025847	sox12	sox12	ENSCCRG00000059447	1	ortholog_one2many
ENSDARG00000002536	tm9sf4	tm9sf4	ENSCCRG00000027895	1	ortholog_one2many
ENSDARG00000002536	tm9sf4	tm9sf4	ENSCCRG00000067991	1	ortholog_one2many
ENSDARG00000019717	pbx2	pbx2	ENSCCRG00000020815	1	ortholog_one2many
ENSDARG00000019717	pbx2	pbx2	ENSCCRG00000010435	1	ortholog_one2many
ENSDARG00000091771	lysmd2	lysmd2	ENSCCRG00000016458	1	ortholog_one2many
ENSDARG00000091771	lysmd2	lysmd2	ENSCCRG00000054318	1	ortholog_one2many
ENSDARG00000077407	si:dkey-184p18.2	si:dkey-184p18.2	ENSCCRG00000079262	1	ortholog_one2many
ENSDARG00000077407	si:dkey-184p18.2	si:dkey-184p18.2	ENSCCRG00000061931	1	ortholog_one2many
ENSDARG00000044513	tpst1l	tpst1l	ENSCCRG00000062980	1	ortholog_one2many
ENSDARG00000044513	tpst1l	tpst1l	ENSCCRG00000009019	1	ortholog_one2many
ENSDARG00000040815	tsku	tsku	ENSCCRG00000074676	1	ortholog_one2many
ENSDARG00000040815	tsku	tsku	ENSCCRG00000063835	1	ortholog_one2many
ENSDARG00000105185	snx7	snx7	ENSCCRG00000066515	1	ortholog_one2many
ENSDARG00000105185	snx7	snx7	ENSCCRG00000045013	1	ortholog_one2many
ENSDARG00000016789	zgc:152891	zgc:152891	ENSCCRG00000035971	1	ortholog_one2many
ENSDARG00000016789	zgc:152891	zgc:152891	ENSCCRG00000009025	1	ortholog_one2many
ENSDARG00000101348	plppr5b	plppr5b	ENSCCRG00000004511	1	ortholog_one2many
ENSDARG00000101348	plppr5b	plppr5b	ENSCCRG00000073271	1	ortholog_one2many
ENSDARG00000099927	dpf1	dpf1	ENSCCRG00000006066	1	ortholog_one2many
ENSDARG00000099927	dpf1	dpf1	ENSCCRG00000041615	1	ortholog_one2many
ENSDARG00000053301	insm1b	insm1b	ENSCCRG00000074658	1	ortholog_one2many
ENSDARG00000053301	insm1b	insm1b	ENSCCRG00000076784	1	ortholog_one2many
ENSDARG00000056984	rad9a	rad9a	ENSCCRG00000027043	1	ortholog_one2many
ENSDARG00000056984	rad9a	rad9a	ENSCCRG00000066901	1	ortholog_one2many
ENSDARG00000069334	agfg2	agfg2	ENSCCRG00000058070	1	ortholog_one2many
ENSDARG00000069334	agfg2	agfg2	ENSCCRG00000028440	1	ortholog_one2many
ENSDARG00000017266	SCML4	SCML4	ENSCCRG00000064280	1	ortholog_one2many
ENSDARG00000017266	SCML4	SCML4	ENSCCRG00000035881	1	ortholog_one2many
ENSDARG00000016181	trim33	trim33	ENSCCRG00000039631	1	ortholog_one2many
ENSDARG00000016181	trim33	trim33	ENSCCRG00000029494	1	ortholog_one2many
ENSDARG00000057317	nexn	nexn	ENSCCRG00000020557	1	ortholog_one2many
ENSDARG00000057317	nexn	nexn	ENSCCRG00000046933	1	ortholog_one2many
ENSDARG00000026540	ppp4r2a	ppp4r2a	ENSCCRG00000072219	1	ortholog_one2many
ENSDARG00000026540	ppp4r2a	ppp4r2a	ENSCCRG00000044531	1	ortholog_one2many
ENSDARG00000058728	nudt2	nudt2	ENSCCRG00000055472	1	ortholog_one2many
ENSDARG00000058728	nudt2	nudt2	ENSCCRG00000011884	1	ortholog_one2many
ENSDARG00000003607	nr2f6a	nr2f6a	ENSCCRG00000008366	1	ortholog_one2many
ENSDARG00000003607	nr2f6a	nr2f6a	ENSCCRG00000066933	1	ortholog_one2many
ENSDARG00000017809	stard3	stard3	ENSCCRG00000036733	1	ortholog_one2many
ENSDARG00000017809	stard3	stard3	ENSCCRG00000046973	1	ortholog_one2many
ENSDARG00000014956	diablob	diablob	ENSCCRG00000008992	1	ortholog_one2many
ENSDARG00000014956	diablob	diablob	ENSCCRG00000039457	1	ortholog_one2many
ENSDARG00000068125	nfu1	nfu1	ENSCCRG00000043110	1	ortholog_one2many
ENSDARG00000068125	nfu1	nfu1	ENSCCRG00000061992	1	ortholog_one2many
ENSDARG00000060532	adam22	adam22	ENSCCRG00000032895	1	ortholog_one2many
ENSDARG00000060532	adam22	adam22	ENSCCRG00000037787	1	ortholog_one2many
ENSDARG00000060796	slc20a2	slc20a2	ENSCCRG00000011616	1	ortholog_one2many
ENSDARG00000060796	slc20a2	slc20a2	ENSCCRG00000011571	1	ortholog_one2many
ENSDARG00000019033	tmem59	tmem59	ENSCCRG00000040323	1	ortholog_one2many
ENSDARG00000019033	tmem59	tmem59	ENSCCRG00000000743	1	ortholog_one2many
ENSDARG00000006062	akap1b	akap1b	ENSCCRG00000026347	1	ortholog_one2many
ENSDARG00000006062	akap1b	akap1b	ENSCCRG00000028319	1	ortholog_one2many
ENSDARG00000043884	nup43	nup43	ENSCCRG00000054553	1	ortholog_one2many
ENSDARG00000043884	nup43	nup43	ENSCCRG00000042732	1	ortholog_one2many
ENSDARG00000052866	htt	htt	ENSCCRG00000075243	1	ortholog_one2many
ENSDARG00000052866	htt	htt	ENSCCRG00000029374	1	ortholog_one2many
ENSDARG00000056649	htatsf1	htatsf1	ENSCCRG00000057796	1	ortholog_one2many
ENSDARG00000056649	htatsf1	htatsf1	ENSCCRG00000078834	1	ortholog_one2many
ENSDARG00000015392	dhx15	dhx15	ENSCCRG00000072441	1	ortholog_one2many
ENSDARG00000015392	dhx15	dhx15	ENSCCRG00000003352	1	ortholog_one2many
ENSDARG00000056819	hoxa9b	hoxa9b	ENSCCRG00000007096	1	ortholog_one2many
ENSDARG00000056819	hoxa9b	hoxa9b	ENSCCRG00000071040	1	ortholog_one2many
ENSDARG00000022187	usp6nl	usp6nl	ENSCCRG00000028196	1	ortholog_one2many
ENSDARG00000022187	usp6nl	usp6nl	ENSCCRG00000059837	1	ortholog_one2many
ENSDARG00000074796	dbf4	dbf4	ENSCCRG00000021975	1	ortholog_one2many
ENSDARG00000074796	dbf4	dbf4	ENSCCRG00000032869	1	ortholog_one2many
ENSDARG00000008890	ctns	ctns	ENSCCRG00000005060	1	ortholog_one2many
ENSDARG00000008890	ctns	ctns	ENSCCRG00000016874	1	ortholog_one2many
ENSDARG00000053129	carhsp1	carhsp1	ENSCCRG00000078683	1	ortholog_one2many
ENSDARG00000053129	carhsp1	carhsp1	ENSCCRG00000018392	1	ortholog_one2many
ENSDARG00000060626	dgkaa	dgkaa	ENSCCRG00000080728	1	ortholog_one2many
ENSDARG00000060626	dgkaa	dgkaa	ENSCCRG00000029356	1	ortholog_one2many
ENSDARG00000099946	ENTREP1	ENTREP1	ENSCCRG00000063601	1	ortholog_one2many
ENSDARG00000099946	ENTREP1	ENTREP1	ENSCCRG00000037640	1	ortholog_one2many
ENSDARG00000057719	atl2	atl2	ENSCCRG00000029458	1	ortholog_one2many
ENSDARG00000057719	atl2	atl2	ENSCCRG00000060545	1	ortholog_one2many
ENSDARG00000009250	etfb	etfb	ENSCCRG00000076871	1	ortholog_one2many
ENSDARG00000009250	etfb	etfb	ENSCCRG00000054593	1	ortholog_one2many
ENSDARG00000027041	pcdh17	pcdh17	ENSCCRG00000056614	1	ortholog_one2many
ENSDARG00000027041	pcdh17	pcdh17	ENSCCRG00000077039	1	ortholog_one2many
ENSDARG00000003203	rhcga	rhcga	ENSCCRG00000001212	1	ortholog_one2many
ENSDARG00000003203	rhcga	rhcga	ENSCCRG00000017377	1	ortholog_one2many
ENSDARG00000104453	flt4	flt4	ENSCCRG00000044738	1	ortholog_one2many
ENSDARG00000104453	flt4	flt4	ENSCCRG00000018078	1	ortholog_one2many
ENSDARG00000015856	slc25a40	slc25a40	ENSCCRG00000021970	1	ortholog_one2many
ENSDARG00000015856	slc25a40	slc25a40	ENSCCRG00000032868	1	ortholog_one2many
ENSDARG00000026682	zgc:101583	zgc:101583	ENSCCRG00000049297	1	ortholog_one2many
ENSDARG00000026682	zgc:101583	zgc:101583	ENSCCRG00000037263	1	ortholog_one2many
ENSDARG00000060977	zgc:153018	zgc:153018	ENSCCRG00000053864	1	ortholog_one2many
ENSDARG00000060977	zgc:153018	zgc:153018	ENSCCRG00000069169	1	ortholog_one2many
ENSDARG00000069175	vps4b	vps4b	ENSCCRG00000022376	1	ortholog_one2one
ENSDARG00000099323	dlg2	dlg2	ENSCCRG00000082024	1	ortholog_one2many
ENSDARG00000099323	dlg2	dlg2	ENSCCRG00000036750	1	ortholog_one2many
ENSDARG00000062307	ccdc61	ccdc61	ENSCCRG00000039384	1	ortholog_one2many
ENSDARG00000062307	ccdc61	ccdc61	ENSCCRG00000039477	1	ortholog_one2many
ENSDARG00000075625	LRIG1	LRIG1	ENSCCRG00000031338	1	ortholog_one2many
ENSDARG00000075625	LRIG1	LRIG1	ENSCCRG00000020318	1	ortholog_one2many
ENSDARG00000040490	dusp19a	dusp19a	ENSCCRG00000014872	1	ortholog_one2many
ENSDARG00000040490	dusp19a	dusp19a	ENSCCRG00000060172	1	ortholog_one2many
ENSDARG00000007791	ppp2r1ba	ppp2r1ba	ENSCCRG00000000383	1	ortholog_one2many
ENSDARG00000007791	ppp2r1ba	ppp2r1ba	ENSCCRG00000031822	1	ortholog_one2many
ENSDARG00000033852	mad1l1	mad1l1	ENSCCRG00000043878	1	ortholog_one2many
ENSDARG00000033852	mad1l1	mad1l1	ENSCCRG00000064459	1	ortholog_one2many
ENSDARG00000075397	cipca	cipca	ENSCCRG00000037818	1	ortholog_one2many
ENSDARG00000075397	cipca	cipca	ENSCCRG00000043223	1	ortholog_one2many
ENSDARG00000003641	tfg	tfg	ENSCCRG00000025093	1	ortholog_one2many
ENSDARG00000003641	tfg	tfg	ENSCCRG00000000843	1	ortholog_one2many
ENSDARG00000016904	bckdk	bckdk	ENSCCRG00000055540	1	ortholog_one2many
ENSDARG00000016904	bckdk	bckdk	ENSCCRG00000067181	1	ortholog_one2many
ENSDARG00000043665	glrx5	glrx5	ENSCCRG00000082772	1	ortholog_one2many
ENSDARG00000043665	glrx5	glrx5	ENSCCRG00000077480	1	ortholog_one2many
ENSDARG00000098367	srp54	srp54	ENSCCRG00000022883	1	ortholog_one2many
ENSDARG00000098367	srp54	srp54	ENSCCRG00000022851	1	ortholog_one2many
ENSDARG00000033443	mdm2	mdm2	ENSCCRG00000022032	1	ortholog_one2many
ENSDARG00000033443	mdm2	mdm2	ENSCCRG00000043637	1	ortholog_one2many
ENSDARG00000011579	hoxb10a	hoxb10a	ENSCCRG00000049356	1	ortholog_one2many
ENSDARG00000011579	hoxb10a	hoxb10a	ENSCCRG00000031188	1	ortholog_one2many
ENSDARG00000024537	emilin1a	emilin1a	ENSCCRG00000075193	1	ortholog_one2many
ENSDARG00000024537	emilin1a	emilin1a	ENSCCRG00000056865	1	ortholog_one2many
ENSDARG00000079110	cluap1	cluap1	ENSCCRG00000058859	1	ortholog_one2many
ENSDARG00000079110	cluap1	cluap1	ENSCCRG00000063754	1	ortholog_one2many
ENSDARG00000015158	slc50a1	slc50a1	ENSCCRG00000036253	1	ortholog_one2many
ENSDARG00000015158	slc50a1	slc50a1	ENSCCRG00000078959	1	ortholog_one2many
ENSDARG00000078226	cdh12a	cdh12a	ENSCCRG00000066366	1	ortholog_one2many
ENSDARG00000078226	cdh12a	cdh12a	ENSCCRG00000019881	1	ortholog_one2many
ENSDARG00000060093	dapk1	dapk1	ENSCCRG00000015435	1	ortholog_one2many
ENSDARG00000060093	dapk1	dapk1	ENSCCRG00000037031	1	ortholog_one2many
ENSDARG00000021288	mier3b	mier3b	ENSCCRG00000030521	1	ortholog_one2many
ENSDARG00000021288	mier3b	mier3b	ENSCCRG00000067226	1	ortholog_one2many
ENSDARG00000078887	atp10d	atp10d	ENSCCRG00000051484	1	ortholog_one2many
ENSDARG00000078887	atp10d	atp10d	ENSCCRG00000004595	1	ortholog_one2many
ENSDARG00000063297	abcb6a	abcb6a	ENSCCRG00000078899	1	ortholog_one2many
ENSDARG00000063297	abcb6a	abcb6a	ENSCCRG00000022872	1	ortholog_one2many
ENSDARG00000007344	tcap	tcap	ENSCCRG00000076036	1	ortholog_one2many
ENSDARG00000007344	tcap	tcap	ENSCCRG00000058197	1	ortholog_one2many
ENSDARG00000018529	lipf	lipf	ENSCCRG00000025044	1	ortholog_one2many
ENSDARG00000018529	lipf	lipf	ENSCCRG00000017387	1	ortholog_one2many
ENSDARG00000058719	si:dkey-119f1.1	si:dkey-119f1.1	ENSCCRG00000035779	1	ortholog_one2many
ENSDARG00000058719	si:dkey-119f1.1	si:dkey-119f1.1	ENSCCRG00000007593	1	ortholog_one2many
ENSDARG00000055054	bcl9l	bcl9l	ENSCCRG00000049755	1	ortholog_one2many
ENSDARG00000055054	bcl9l	bcl9l	ENSCCRG00000012597	1	ortholog_one2many
ENSDARG00000005355	larp6a	larp6a	ENSCCRG00000008982	1	ortholog_one2many
ENSDARG00000005355	larp6a	larp6a	ENSCCRG00000069618	1	ortholog_one2many
ENSDARG00000099635	akap8l	akap8l	ENSCCRG00000060911	1	ortholog_one2many
ENSDARG00000099635	akap8l	akap8l	ENSCCRG00000046593	1	ortholog_one2many
ENSDARG00000056664	arfip2b	arfip2b	ENSCCRG00000079935	1	ortholog_one2many
ENSDARG00000056664	arfip2b	arfip2b	ENSCCRG00000076412	1	ortholog_one2many
ENSDARG00000061802	cnot2	cnot2	ENSCCRG00000049060	1	ortholog_one2many
ENSDARG00000061802	cnot2	cnot2	ENSCCRG00000080710	1	ortholog_one2many
ENSDARG00000089917	sh3tc2	sh3tc2	ENSCCRG00000035858	1	ortholog_one2many
ENSDARG00000089917	sh3tc2	sh3tc2	ENSCCRG00000053204	1	ortholog_one2many
ENSDARG00000070407	abitram	abitram	ENSCCRG00000071192	1	ortholog_one2many
ENSDARG00000070407	abitram	abitram	ENSCCRG00000009316	1	ortholog_one2many
ENSDARG00000028401	rhogc	rhogc	ENSCCRG00000068992	1	ortholog_one2many
ENSDARG00000028401	rhogc	rhogc	ENSCCRG00000029338	1	ortholog_one2many
ENSDARG00000063197	golga2	golga2	ENSCCRG00000076185	1	ortholog_one2many
ENSDARG00000063197	golga2	golga2	ENSCCRG00000029918	1	ortholog_one2many
ENSDARG00000075110	dab2ipb	dab2ipb	ENSCCRG00000067214	1	ortholog_one2many
ENSDARG00000075110	dab2ipb	dab2ipb	ENSCCRG00000011032	1	ortholog_one2many
ENSDARG00000104256	bco1	bco1	ENSCCRG00000027496	1	ortholog_one2many
ENSDARG00000104256	bco1	bco1	ENSCCRG00000003349	1	ortholog_one2many
ENSDARG00000014582	exoc3	exoc3	ENSCCRG00000025813	1	ortholog_one2many
ENSDARG00000014582	exoc3	exoc3	ENSCCRG00000040748	1	ortholog_one2many
ENSDARG00000021948	tncb	tncb	ENSCCRG00000029378	1	ortholog_one2many
ENSDARG00000021948	tncb	tncb	ENSCCRG00000000649	1	ortholog_one2many
ENSDARG00000009021	chrna1	chrna1	ENSCCRG00000051031	1	ortholog_one2many
ENSDARG00000009021	chrna1	chrna1	ENSCCRG00000080784	1	ortholog_one2many
ENSDARG00000010981	zdhhc3a	zdhhc3a	ENSCCRG00000052289	1	ortholog_one2many
ENSDARG00000010981	zdhhc3a	zdhhc3a	ENSCCRG00000026095	1	ortholog_one2many
ENSDARG00000003531	tcea1	tcea1	ENSCCRG00000018683	1	ortholog_one2many
ENSDARG00000003531	tcea1	tcea1	ENSCCRG00000018653	1	ortholog_one2many
ENSDARG00000074265	dzip1l	dzip1l	ENSCCRG00000031154	1	ortholog_one2many
ENSDARG00000074265	dzip1l	dzip1l	ENSCCRG00000052389	1	ortholog_one2many
ENSDARG00000027112	ephb4b	ephb4b	ENSCCRG00000067099	1	ortholog_one2many
ENSDARG00000027112	ephb4b	ephb4b	ENSCCRG00000058750	1	ortholog_one2many
ENSDARG00000062209	mrps5	mrps5	ENSCCRG00000068697	1	ortholog_one2many
ENSDARG00000062209	mrps5	mrps5	ENSCCRG00000041509	1	ortholog_one2many
ENSDARG00000001881	cacnb3a	cacnb3a	ENSCCRG00000065887	1	ortholog_one2many
ENSDARG00000001881	cacnb3a	cacnb3a	ENSCCRG00000028155	1	ortholog_one2many
ENSDARG00000021556	ubl3b	ubl3b	ENSCCRG00000082652	1	ortholog_one2many
ENSDARG00000021556	ubl3b	ubl3b	ENSCCRG00000080774	1	ortholog_one2many
ENSDARG00000059308	golt1bb	golt1bb	ENSCCRG00000077220	1	ortholog_one2many
ENSDARG00000059308	golt1bb	golt1bb	ENSCCRG00000064870	1	ortholog_one2many
ENSDARG00000101996	cxxc1a	cxxc1a	ENSCCRG00000034737	1	ortholog_one2many
ENSDARG00000101996	cxxc1a	cxxc1a	ENSCCRG00000025486	1	ortholog_one2many
ENSDARG00000077011	bltp3a	bltp3a	ENSCCRG00000046782	1	ortholog_one2many
ENSDARG00000077011	bltp3a	bltp3a	ENSCCRG00000024993	1	ortholog_one2many
ENSDARG00000015890	mafa	mafa	ENSCCRG00000065550	1	ortholog_one2many
ENSDARG00000015890	mafa	mafa	ENSCCRG00000079056	1	ortholog_one2many
ENSDARG00000003167	mlst8	mlst8	ENSCCRG00000019540	1	ortholog_one2many
ENSDARG00000003167	mlst8	mlst8	ENSCCRG00000075392	1	ortholog_one2many
ENSDARG00000038900	acadm	acadm	ENSCCRG00000068209	1	ortholog_one2many
ENSDARG00000038900	acadm	acadm	ENSCCRG00000057773	1	ortholog_one2many
ENSDARG00000062063	tab3	tab3	ENSCCRG00000042537	1	ortholog_one2many
ENSDARG00000062063	tab3	tab3	ENSCCRG00000050912	1	ortholog_one2many
ENSDARG00000099104	rpl24	rpl24	ENSCCRG00000032964	1	ortholog_one2many
ENSDARG00000099104	rpl24	rpl24	ENSCCRG00000082332	1	ortholog_one2many
ENSDARG00000053479	gdf6a	gdf6a	ENSCCRG00000026046	1	ortholog_one2many
ENSDARG00000053479	gdf6a	gdf6a	ENSCCRG00000080510	1	ortholog_one2many
ENSDARG00000098903	tfe3a	tfe3a	ENSCCRG00000025498	1	ortholog_one2many
ENSDARG00000098903	tfe3a	tfe3a	ENSCCRG00000034728	1	ortholog_one2many
ENSDARG00000004246	slit2	slit2	ENSCCRG00000053908	1	ortholog_one2many
ENSDARG00000004246	slit2	slit2	ENSCCRG00000059373	1	ortholog_one2many
ENSDARG00000015252	st3gal3b	st3gal3b	ENSCCRG00000055668	1	ortholog_one2many
ENSDARG00000015252	st3gal3b	st3gal3b	ENSCCRG00000000239	1	ortholog_one2many
ENSDARG00000020278	si:dkeyp-120h9.1	si:dkeyp-120h9.1	ENSCCRG00000055163	1	ortholog_one2many
ENSDARG00000020278	si:dkeyp-120h9.1	si:dkeyp-120h9.1	ENSCCRG00000009306	1	ortholog_one2many
ENSDARG00000017960	sfxn2	sfxn2	ENSCCRG00000054413	1	ortholog_one2many
ENSDARG00000017960	sfxn2	sfxn2	ENSCCRG00000045740	1	ortholog_one2many
ENSDARG00000037363	dennd2b	dennd2b	ENSCCRG00000004820	1	ortholog_one2many
ENSDARG00000037363	dennd2b	dennd2b	ENSCCRG00000007363	1	ortholog_one2many
ENSDARG00000013777	ppp1r13l	ppp1r13l	ENSCCRG00000036772	1	ortholog_one2many
ENSDARG00000013777	ppp1r13l	ppp1r13l	ENSCCRG00000079572	1	ortholog_one2many
ENSDARG00000012968	rhoub	rhoub	ENSCCRG00000016251	1	ortholog_one2many
ENSDARG00000012968	rhoub	rhoub	ENSCCRG00000035240	1	ortholog_one2many
ENSDARG00000088844	deaf1	deaf1	ENSCCRG00000044509	1	ortholog_one2many
ENSDARG00000088844	deaf1	deaf1	ENSCCRG00000078587	1	ortholog_one2many
ENSDARG00000027916	fntb	fntb	ENSCCRG00000080879	1	ortholog_one2many
ENSDARG00000027916	fntb	fntb	ENSCCRG00000024934	1	ortholog_one2many
